user,review_description,rating,thumbsUpCount,review_date,developer_response,developer_response_date
A Google user,The best music streaming apps out there! I love how they curate playlists specially suited to your music taste based on the types of songs you listen to it. Great sound quality too. Definitely recommend it! Plus you get a month's free membership for the premium version!,5,2,2019-04-02 08:32:46,,
A Google user,"Wish they kept more ""detailed"" info on what they do when they update and ""improve various aspects of the app"" i had trouble with this app for about a month. Since my Galaxy S9+ updated UI android 9.0 (or also called Android UI One for some reason) my bluetooth became unresponsive i really didn't want to Uninstall and Reinstall so i tried everything possible troubleshooting besides that but low and behold ONLY the Uninstall and Reinstall worked. THANKFULLY it worked just wish i new thata month B4",4,0,2019-04-02 07:03:52,,
A Google user,"god tier, best music app. not perfect but better than all others. i use this exclusively both on mobile and on pc. worst things abt this app is the limited social features and mediocre UI.",5,0,2019-04-01 17:03:50,,
A Google user,"i deleted the app originally on my phone because it took up so much data and space and i thought i could just get on my ipad instead and it would be ok but it turns out that spotify costs on apple so i got youtube music thinking that it would work just like spotify, if you go off the app it will still play but no thats a ""premium luxury"" on youtube music and so i got spotify again and im so glad it exists 5 stars!",5,0,2019-04-01 14:03:02,,
A Google user,skips songs left and right. i use pandora all the time and songs never skip so i know its not my car or bluetooth issue. please look into this and fix it. i ruins my music experience.,1,2,2019-03-31 23:16:32,,
A Google user,Great app.usar friendly and convenient.and the best thing is awesome streaming quality....just 1 request that don't ruin the app by advertise of something in between songs. This is best music app I have ever seen...,5,0,2019-03-31 16:43:06,,
A Google user,"It's amazing easy with a simple design lesser ads, but the size is too big and exhaust's a lot of data and i think adding some playlists of new songs up a lil more to the front would be nice.",4,1,2019-03-31 14:11:14,,
A Google user,The application is really smooth and having access to all officially released content of the musicians I like is great. Spotify has a very intresting algorhythm for music suggestions; features like the Radio of a song/album and the Daily/Weekly Playlists are great and helped me find out some new artists. But however I like it's features and design there is a clear bias in what music genres are represented and promoted. Therefore it cannot be used as an exclusive personal music library for me.,4,5,2019-03-31 13:13:01,,
A Google user,I've tried other similar apps but there's none better than spotify for me. It works because it's intuitive and it's intuitive because it works.,5,0,2019-03-31 12:06:09,,
A Google user,Awesome Music Experience with Sony Phone . Good set of Playlists. Auto Daily Mix. Attractive UI. Great thing is Sony Music Equalizer promptly giving variant sound for music lover. Loved Spotify.,5,0,2019-03-31 07:49:34,,
A Google user,"you know you're good. I love the application, but just if the UI(including the theme or not your choice) could be a lil bit better then the 19-20 would become 21. but no compromise with the sound performance; it is what i really love about your app🙂",4,0,2019-03-30 13:50:53,,
A Google user,"its cool, but in SERIOUS need of a shuffle option... thats how i like to listen to my music but now i just have to listen to my playlist in the same order and it quite frankly gets annoying and also boring... its just the mobile app that dosent have this, the computer veirson does though, and its great. Other than that its one of the best music apps ive ever used.",3,7,2019-03-30 13:24:27,,
A Google user,Everything is perfect except when I click on a song it opens the interface and whole UI shifts up for a sec for lyrics which is so damn irritating so hope you fix this.,4,0,2019-03-30 07:38:33,,
A Google user,"Only complaint is the repeat button is gone... please bring it back. I sleep to spotify playlists, and when they are over now, without that button, it stops and wakes me up.",5,0,2019-03-30 07:35:55,,
A Google user,"used this app for a long time, mostly via bluetooth in my car. latest update has caused it to not be recognised my my vehicle, I have to manually connect every time. (used to be automatic) it freezes often so I have to open the app to get it to play again and it won't allow me to skip songs using the steering wheel buttons like it has done for years. started listening to the radio more often than not because it doesn't freeze! so will more than likely cancel my subscription if it doesn't improve",2,0,2019-03-29 15:40:20,,
